document_no,dominant_topic,topic_perc_contrib,keywords,text
1793,1,0.6489,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Since the update I cant have VSync on without a 1 second delay of input lag and my screen doesnt even show over 30fps no matter what settings I have it on even though bandicam says I'm getting 70fps. All my other games run fine.
1794,0,0.7355,"level, way, feel, mission, map, time, make, kill, blood, target",This game isn't as good as Blood Money but not as bad as Absolution. The AI is unfortunately pretty stupid. Things that they aught to see and hear they don't like me hanging off a balcony or ledge above the AI or walking right behind a guard and opening a door are a couple examples and then they see things they shouldn't be able to I've had AI manage to some how spot a body that was not in their field of view. Other times AI would glitch out by teleporting around the level. I've seen Victor Novikov from the Paris Level do this when I poisoned him and he teleported straight to the restroom. I also miss how you would earn money from successful hits that you could use to buy more weapons gadets and upgrades for them. Would of been really nice to have in this game since IO wants to make each location as replayable as possible as it goes about releasing new locations as DLC. I'd be willing to recommend this game if IO at least makes the AI a little more smarter and less glitchy.
1795,4,0.5748,"release, mission, buy, full, wait, content, episode, pay, money, go",The first two episodes were playable but the last one is just a glitch party...
1796,0,0.4223,"level, way, feel, mission, map, time, make, kill, blood, target","The gameplay is intriguing, the graphics good, but the technical realisation is a mess. The game crashes / freezes frequently, and starts to stutter, if the AI has to face difficult situation.
"
1797,2,0.3841,"online, server, always, save, connection, offline, mode, lose, connect, need",Online only DRM crap. No human shield. Cancer.
1798,0,0.5224,"level, way, feel, mission, map, time, make, kill, blood, target",This voice acting is making my brain bleed
1799,1,0.4745,"even, fix, setting, performance, issue, fps, work, pc, beta, low","hitman 1: Amazing
Hitman 2: Better than the first one
Hitman 3: Fantastic
Hitman 4: A Legend
Hitman 5: Decent but still amazing.
Hitman 6: A peice of shit worst than Batman Arkham Knight"
1800,1,0.5254,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Hitman.exe has stopped working.
1801,0,0.5681,"level, way, feel, mission, map, time, make, kill, blood, target","Travel to exotic locales around the world

where everyone has the same voice.

47/10"
1802,1,0.3879,"even, fix, setting, performance, issue, fps, work, pc, beta, low",worst hitman game
1803,3,0.4545,"run, crash, freeze, title, update, minute, driver, launch, stage, load","Game Crashes so reguraly that it is unplayable.

Running an R9 390X."
1804,1,0.3773,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Really disapointed that this game is all online. I have a shoddy internet connection/the server is shoddy and i can't even play properly.
1805,4,0.7059,"release, mission, buy, full, wait, content, episode, pay, money, go",I think this has turned into a sad sad sad game..................................
1806,0,0.3028,"level, way, feel, mission, map, time, make, kill, blood, target",played 2 hours of it and im not at all impressed with the game its kinda garbage
1807,1,0.4733,"even, fix, setting, performance, issue, fps, work, pc, beta, low",It would be great if this game actually worked. So far ive only been able to do the training mission. Now it just crashes right at startup I've tried reinstalling and that didnt work. Oh well luckily this game was free when I bought a new graphics card so im not too pissed off.
